pid,_id,language_id,key,value
2520,minor_type_T4-10,nb,<name>,svak lyng-lå­gurt­skog
2521,minor_type_T4-10,nb,<physiognomy>,"Oftest halv­åpne ­sko­ger hvor­ røss­lyng van­lig­vis ­spil­ler en s­vær­t ­vik­tig rol­le. ­Bunn­sjik­tet er ­do­mi­ner­t av rein­la­ver i ­de ­mest kon­ti­nen­ta­le ­strø­ke­ne, an­de­len ­mo­se ø­ker ­mot ­mer osea­nis­ke ­strøk. ­Furu­ er ­do­mi­ne­ren­de tre­slag i ­meste­par­ten av lan­det. I BN, ­sær­lig på ­Sør­lan­det, kan eik ­væ­re et ­vik­tig inn­slag. Oftest ren bjørke­skog opp ­mot ­fjel­let. S­må og s­akte­vok­s­en­de ­gran­in­di­vi­der kan ­fin­nes i ­den­ne ­kart­leg­gings­en­he­ten."
2522,minor_type_T4-10,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig veld­re­ner­te fla­ter, ryg­ger og topp­om­rå­der. Kan ­dek­ke ­større­sam­men­hen­gen­de ­om­rå­der på bre­elv- og elve­av­set­nin­ger. ­Far­gen va­ri­e­rer av­hen­gig av ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het, ­men oftest ­med ­grønn-­brun ­far­ge i ­skogg­len­ner. ­Far­gen ­grå­ner ­med høy­ere inn­slag av ly­se lav el­ler hei­grå­mo­se. ­Teks­tur of­te va­ri­e­ren­de. ­Teks­tur og ­far­ge of­te kon­sis­ten­t in­nen ­re­gio­ner."
2523,minor_type_T4-11,en,<ecological_characteristics>,"Includes the drier and least calcareous part of what is traditionally called calcareous pine forest; ie medium calcareous pine forest with elements of drought-tolerant low herbs. Occurrence of strong lime indicators, often orchids, is lacking in the heather-low-grass forest. Often found on slightly weathered rocks such as amphibolite, larvicite, gabbro, basalt, rhombic porphyry, often in warm places. Occurrences of low-grass pine forests outside the limestone areas are often due to weak leachate influence (seasonally moist)."
2524,minor_type_T4-11,en,<name>,Moderately lime-rich subxeric forest
2525,minor_type_T4-11,en,<physiognomy>,"Most often semi-open forests where the heather character of more calcareous forests with similar dehydration exposure has been replaced by a more lush character with herbs and grass. The bottom layer is dominated by reindeer lichens in the most continental regions; the proportion of moss increases towards more oceanic areas. Pine is the dominant tree species in most of the country. In BN, especially in Sørlandet, oak can also be an important element. Most often pure birch forest up towards the mountain."
2526,minor_type_T4-11,en,<terrain_and_aerial_photo_characteristics>,"Occurs under different exposure and inclination conditions, but especially on ridges and top areas. Color in aerial photography varies depending on the dominant tree species and wood layer density, but often with light green to green-brown color in open areas. Dominance of mosses and heather gives a darker color. The color turns gray with higher elements of light lichen or heather gray moss. Texture often varying. Texture and color consistent within regions."
2527,minor_type_T4-11,nb,<ecological_characteristics>,"Om­fat­ter ­den tør­re­re og ­minst kalk­rike ­de­len av ­det som tra­di­sjo­nel­t ­be­teg­ne­s kalk­furu­skog; dvs. ­mid­del­s kalk­rik ­furu­skog ­med inn­slag av ­tørke­tå­len­de lå­gur­ter. ­Fore­komst av ster­ke kalkin­di­ka­to­rer, ­gjer­ne or­ki­de­er, ­mang­ler i lyng-lå­gurt­sko­gen. ­Fin­nes of­te på ­lett­for­vit­re­de ­berg­ar­ter som am­fi­bo­litt, lar­vi­kitt, ­gab­bro, ­ba­sal­t, rom­be­por­fyr, ­gjer­ne på var­me ste­der. ­Fore­koms­ter av lå­gurt­furu­skog u­ten­for kalk­om­rå­de­ne er of­te ­be­tin­get av svak ­sige­vanns­på­virk­ning (­se­song­fuk­tig)."
2528,minor_type_T4-11,nb,<name>,lyng-lå­gurt­skog
2529,minor_type_T4-11,nb,<physiognomy>,"Oftest halv­åpne ­sko­ger hvor­ lyng­pre­get ­fra ­mer kalk­fat­ti­ge ­sko­ger ­med ­til­sva­ren­de ut­tør­kings­ut­satt­het er er­stat­tet av et fro­di­ge­re preg ­med ur­ter og ­gras. ­Bunn­sjik­tet er ­do­mi­ner­t av rein­la­ver i ­de ­mest kon­ti­nen­ta­le ­strø­ke­ne; an­de­len ­mo­se ø­ker ­mot ­mer osea­nis­ke ­strøk. ­Furu­ er ­det ­do­mi­ne­ren­de tre­sla­get i ­meste­par­ten av lan­det. I BN, ­sær­lig på ­Sør­lan­det, kan ogs­å eik ­væ­re et ­vik­tig inn­slag. Oftest ren bjørke­skog opp ­mot ­fjel­let."
2530,minor_type_T4-11,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig på ryg­ger og topp­om­rå­der. ­Far­ge i ­fly­fo­to­ va­ri­e­rer av­hen­gig av ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het, ­men of­te ­med lys ­grønn ­til ­grønn-­brun ­far­ge i åp­ne ­par­ti­er. ­Do­mi­nans av ­mo­ser og lyng ­gir ­mør­ke­re ­far­ge. ­Far­gen ­grå­ner ­med høy­ere inn­slag av ly­se lav el­ler hei­grå­mo­se. ­Teks­tur of­te va­ri­e­ren­de. ­Teks­tur og ­far­ge kon­sis­ten­t in­nen ­re­gio­ner."
2531,minor_type_T4-12,en,<ecological_characteristics>,"Includes the drier and most calcareous part of what is traditionally called herbaceous lime pine forest, and also includes designs where the ""lime effect"" is due to inputs of leachate combined with periodic drying and then often as a mosaic between a well-drained and a wetland design. Occurrence of strong lime indicators, i.a. orchids that are missing in heather-low-grass forest, separate T4 – C-12 from this. Many strongly limestone-associated fungi can occur in the habitat type. In BN, heat-loving deciduous trees and shrubs can form an important part of the tree and shrub layer. The soil is most often a thin brown soil profile, which can contain a lot of rock and gravel, e.g. limestone and clay shale."
2532,minor_type_T4-12,en,<name>,Strongly lime-rich subxeric forest
2533,minor_type_T4-12,en,<physiognomy>,"Meadow-like, relatively open, lush, herbaceous and grassy forest. Most often dominated by pine, with forest edges against open limestone soil."
2534,minor_type_T4-12,en,<terrain_and_aerial_photo_characteristics>,"Occurs under different exposure and inclination conditions, but especially in convex lisides with favorable exposure. Color in aerial photography varies with dominant wood species and wood layer density. The color is often brown to green-brown in open areas, light green in grass or herb dominance, darker green with shrub layers. Dominance of lime gravel gives graying to gray-black color. Texture often varying. Texture and color consistent within regions."
2535,minor_type_T4-12,nb,<ecological_characteristics>,"Om­fat­ter ­den tør­re­re og ­mest kalk­rike ­de­len av ­det som tra­di­sjo­nel­t ­be­teg­ne­s ur­te­rik kalk­furu­skog, og inn­be­fat­ter ogs­å ­ut­for­min­ger ­der ”kalkef­fek­ten” ­skyl­des ­til­førs­ler av ­sige­vann ­kom­bi­ner­t ­med ­pe­riode­vis ut­tør­king og ­da ­gjer­ne som en ­mo­sa­ikk ­mel­lom­ en veld­re­ner­t og en ­fukt­marks­ut­for­ming. ­Fore­komst av ster­ke kalkin­di­ka­to­rer, bl.a. or­ki­de­er som ­mang­ler i lyng-lå­gurt­skog, ­skil­ler T4–C-12 ­fra ­den­ne. ­Man­ge sterk­t kal­k­skog­til­knyt­te­de ­sop­per kan ­fore­kom­me i ­na­tur­ty­pen. I BN kan varme­kjæ­re lauv­trær og ­bus­ker ­ut­gjø­re en ­vik­tig ­del av tre- og ­busk­sjik­tet. Jords­mon­net er oftest et ­tyn­t ­brun­jords­pro­fil, som kan inne­hol­de ­my­e stein og ­grus, f.eks. kalk­grus og ­leir­ski­fer."
2536,minor_type_T4-12,nb,<name>,lyng-kal­klå­gurt­skog
2537,minor_type_T4-12,nb,<physiognomy>,"Eng­pre­get, re­la­tiv­t å­pen, fro­dig, ur­te- og ­gras­rik ­skog. Oftest ­do­mi­ner­t av ­furu­, ­med ­skog­kan­ter ­mot å­pen kalk­mar­k."
2538,minor_type_T4-12,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig i kon­vek­se ­li­si­der ­med ­guns­tig ­eks­po­si­sjon. ­Far­ge i ­fly­fo­to­ va­ri­e­rer ­med ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het. ­Far­gen er of­te ­brun ­til ­grønn-­brun i åp­ne ­par­ti­er, lys ­grønn ved­ ­gras- el­ler urte­do­mi­nans, ­mør­ke­re ­grønn ­med ­busk­sjik­t. ­Do­mi­nans av kalk­grus ­gir ­grå­nen­de ­til ­grå­svar­t ­far­ge. ­Teks­tur of­te va­ri­e­ren­de. ­Teks­tur og ­far­ge kon­sis­ten­t in­nen ­re­gio­ner."
2539,minor_type_T4-13,en,<ecological_characteristics>,"The field layer contains few, frugal and very drought tolerant species; primarily heather, cress and cranberries. Pine peat moss occurs on wetland patches, e.g. in slight depressions on plain ground. White curl, light reindeer lichen and gray reindeer lichen are the most important species in the bottom layer, but heather gray moss can be common and / or dominate in oceanic areas. T4-C-13 occurs primarily on calcareous, dry and barren soils with thin soil over rocks (Hällmarkstallskog), but can also cover large, flat moraine deposits in continental areas. Where the soil is deeper, podsol profile develops."
2540,minor_type_T4-13,en,<name>,Lime-poor xeric forest
2541,minor_type_T4-13,en,<physiognomy>,"Semi-open or most often open forests dominated by heather and lichen; towards the mountain often forest or scrub forest of growth-reduced trees. The bottom layer is often completely dominated by reindeer lichen. Pine is the dominant tree species in most of the country, but birch dominates in the mountain forest in most places."
2542,minor_type_T4-13,en,<terrain_and_aerial_photo_characteristics>,"Occurs under different exposure and slope conditions, but especially on ridges, peak areas and flat moraine deposits in continental parts of the country. Color varies depending on the dominant tree species and tree layer density, but often mosaic between greyish white (low dominance) and green (tree and possibly shrub layer). Elements of heather give a darker color. Pine dominance (olive green) is easily distinguished from birch dominance (purer green). Texture and color consistent within and between regions."
2543,minor_type_T4-13,nb,<ecological_characteristics>,"Felt­sjik­tet inne­hol­der få, nøy­som­me og s­vær­t ut­tør­king­s­to­le­ran­te ar­ter; ­først og frem­st røss­lyng, krek­ling og tytte­bær. ­Furu­t­orv­mo­se ­fore­kom­mer på ­fukt­marks­flek­ker, f.eks. i ­sva­ke ­for­senk­nin­ger på s­lett ­mar­k. Kvit­krul­l, lys rein­lav og ­grå rein­lav er ­de ­vik­tigs­te ar­te­ne i ­bunn­sjik­tet, ­men hei­grå­mo­se kan ­væ­re van­lig og/el­ler ­do­mi­ne­re i osea­nis­ke ­strøk. T4-C-13 ­fore­kom­mer ­først og frem­st på kalk­fat­tig, tør­r og skrinn ­mar­k ­med ­tyn­t jords­monn over ­ber­g (häll­marks­tall­skog), ­men kan ogs­å ­dek­ke sto­re, fla­te ­mo­rene­av­set­nin­ger i kon­ti­nen­ta­le ­strøk. ­Der jords­mon­net er ­dy­pe­re ­ut­vik­les ­pods­ol­pro­fil."
2544,minor_type_T4-13,nb,<name>,lav­skog
2545,minor_type_T4-13,nb,<physiognomy>,"Halv­åpne el­ler oftest åp­ne ­sko­ger ­do­mi­ner­t av lyng og lav; ­mot ­fjel­let of­te ­skog el­ler kratt­skog av ­vekst­re­du­ser­te trær. ­Bunn­sjik­tet er of­te hel­t ­do­mi­ner­t av rein­la­ver. ­Furu­ er ­det ­do­mi­ne­ren­de tre­sla­get i ­meste­par­ten av lan­det, ­men bjør­k ­do­mi­ne­rer i ­fjell­sko­gen ­de fles­te ste­der."
2546,minor_type_T4-13,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig på ryg­ger, topp­om­rå­der og fla­te ­mo­rene­av­set­nin­ger i kon­ti­nen­ta­le ­de­ler av lan­det. ­Far­ge va­ri­e­rer av­hen­gig av ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het, ­men of­te ­mo­sa­ikk ­mel­lom­ ­grå­hvitt (l­av­do­mi­nans) og ­grøn­t­ (tre- og e­ven­tu­el­t ­busk­sjik­t). Inn­slag av lyng ­gir ­mør­ke­re ­far­ge. ­Furu­do­mi­nans (o­li­ven­grønn) ­skil­les ­lett ­fra bjør­ke­do­mi­nans (rei­ne­re ­grønn). ­Teks­tur og ­far­ge kon­sis­ten­t in­nen og ­mel­lom­ ­re­gio­ner."
2547,minor_type_T4-14,en,<ecological_characteristics>,"The field layer contains few, relatively frugal and very drought-tolerant species, primarily heather, cress and cranberries. Pine peat moss occurs on wetland patches. White curl, light reindeer lichen and gray reindeer lichen are the most important species in the bottom layer, but heather gray moss can be common and / or dominate in oceanic areas. T4-C-14 occurs primarily on relatively calcareous, dry and barren soils with thin soil over rocks (""hällmarkstallskog""), but is also found on flat moraine deposits in continental areas. Where the soil is deeper, podsol profile develops. Occurrence of a few, slightly less frugal species distinguishes T4-C-14 from low forest (T4-C-13)."
2548,minor_type_T4-14,en,<name>,Intermediately lime-rich xeric forest
2549,minor_type_T4-14,en,<physiognomy>,"Semi-open or most often open forests dominated by heather and lichen; towards the mountain often forest or scrub forest of growth-reduced trees. The bottom layer is often completely dominated by reindeer lichen. Pine is the dominant tree species in most of the country, but birch dominates in the mountain forest in most places."
2550,minor_type_T4-14,en,<terrain_and_aerial_photo_characteristics>,"Occurs under different exposure and inclination conditions, but especially on ridges and top areas. FF: Color in aerial photos varies depending on the dominant tree species and tree layer density, but often mosaic between gray-white (low dominance) and green (tree and shrub layer). Elements of heather give a darker color. Pine dominance (olive green) is easily distinguished from birch dominance (purer green). Texture and color consistent within and between regions."
2551,minor_type_T4-14,nb,<ecological_characteristics>,"Felt­sjik­tet inne­hol­der få, re­la­tiv­t nøy­som­me og s­vær­t ut­tør­king­s­to­le­ran­te ar­ter, ­først og frem­st røss­lyng, krek­ling og tytte­bær. ­Furu­t­orv­mo­se ­fore­kom­mer på ­fukt­marks­flek­ker. Kvit­krul­l, lys rein­lav og ­grå rein­lav er ­de ­vik­tigs­te ar­te­ne i ­bunn­sjik­tet, ­men hei­grå­mo­se kan ­væ­re van­lig og/el­ler ­do­mi­ne­re i osea­nis­ke ­strøk. T4-C-14 ­fore­kom­mer ­først og frem­st på re­la­tiv­t kalk­fat­tig, tør­r og skrinn ­mar­k ­med ­tyn­t jords­monn over ­ber­g (”häll­marks­tall­skog”), ­men ­fin­nes ogs­å på fla­te ­mo­rene­av­set­nin­ger i kon­ti­nen­ta­le ­strøk. ­Der jords­mon­net er ­dy­pe­re ­ut­vik­les ­pods­ol­pro­fil. ­Fore­komst av ­no­en få, ­litt ­mindre nøy­som­me ar­ter ­skil­ler T4-C-14 ­fra lav­sko­g (T4-C-13)."
2552,minor_type_T4-14,nb,<name>,svak lav-lå­gurt­skog
2553,minor_type_T4-14,nb,<physiognomy>,"Halv­åpne el­ler oftest åp­ne ­sko­ger ­do­mi­ner­t av lyng og lav; ­mot ­fjel­let of­te ­skog el­ler kratt­skog av ­vekst­re­du­ser­te trær. ­Bunn­sjik­tet er of­te hel­t ­do­mi­ner­t av rein­la­ver. ­Furu­ er ­det ­do­mi­ne­ren­de tre­sla­get i ­meste­par­ten av lan­det, ­men bjør­k ­do­mi­ne­rer i ­fjell­sko­gen ­de fles­te ste­der."
2554,minor_type_T4-14,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig på ryg­ger og topp­om­rå­der. FF: ­Far­ge i ­fly­fo­to­ va­ri­e­rer av­hen­gig av ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het, ­men of­te ­mo­sa­ikk ­mel­lom­ ­grå­hvitt (l­av­do­mi­nans) og ­grøn­t­ (tre- og ­busk­sjik­t). Inn­slag av lyng ­gir ­mør­ke­re ­far­ge. ­Furu­do­mi­nans (o­li­ven­grønn) ­skil­les ­lett ­fra bjør­ke­do­mi­nans (rei­ne­re ­grønn). ­Teks­tur og ­far­ge kon­sis­ten­t in­nen og ­mel­lom­ ­re­gio­ner."
2555,minor_type_T4-15,en,<ecological_characteristics>,"The field layer has elements of relatively lime-demanding and drought-tolerant vascular plants. The mapping unit often alternates with heather-low-grass forest (T4-C-11), heather-low-limestone forest (T4-C-12) and / or low-limestone low-grass forest (T4-C-16), often as marginal zones towards, or in mosaic with bare rock (T1) and open shallow ground (T2). Floristically, T4-C-15 is characterized by the presence of extremely drought-tolerant, medium-lime-demanding species that are also typical of open shallow ground (T2), such as white mountain button, bluebell, bitterberg button, hair float, butterfly and silver wall. Most often low-dominated bottom layer, but can also have a sparsely developed bottom layer with a lot of litter."
2556,minor_type_T4-15,en,<name>,Moderately lime-rich xeric forest
2557,minor_type_T4-15,en,<physiognomy>,"Open forest dominated by pine and with a glistening field layer characterized by heather, herbs and lichen. In NB, T4-C-15 is most often a shallow mountain birch forest."
2558,minor_type_T4-15,en,<terrain_and_aerial_photo_characteristics>,"Occurs under different exposure and inclination conditions, but especially on ridges and top areas. FF: Color in aerial photos varies depending on the dominant tree species and tree layer density, but often mosaic between gray-white (low dominance) and green (tree and shrub layer). Elements of heather give a darker color. Pine dominance (olive green) is easily distinguished from birch dominance (purer green). Texture and color consistent within and between regions."
2559,minor_type_T4-15,nb,<ecological_characteristics>,"Felt­sjik­tet har inn­slag av re­la­tiv­t kalkkre­ven­de og ­tørke­to­le­ran­te kar­plan­ter. ­Kart­leg­gings­en­he­ten opp­trer of­te i ­veks­ling ­med lyng-lå­gurt­skog (T4-C-11), lyng-kal­klå­gurt­skog (T4-C-12) og/el­ler lav-kal­klå­gurt­skog (T4-C-16), ­gjer­ne som rand­so­ner ­mot, el­ler i ­mo­sa­ikk ­med na­ken­t ­ber­g (T1) og å­pen ­grunn­lend­t ­mar­k (T2). ­Flo­ris­tisk ­ka­rak­te­ri­se­res T4-C-15 ved­ ­fore­komst av eks­trem­t ­tørke­tå­len­de, ­mid­del­s kalkkre­ven­de ar­ter som ogs­å er ­ty­pis­ke ­for å­pen ­grunn­lend­t ­mar­k (T2), som hvit­berg­knapp, blå­klok­ke, ­bit­ter­berg­knapp, hår­sve­ve, ­smør­bukk og ­sølv­mure. Oftest l­av­do­mi­ner­t ­bunn­sjik­t, ­men kan ogs­å ha et s­par­som­t ­ut­vik­let ­bunn­sjik­t ­med ­my­e ­strø."
2560,minor_type_T4-15,nb,<name>,lav-lå­gurt­skog
2561,minor_type_T4-15,nb,<physiognomy>,"Åpen ­skog ­do­mi­ner­t av ­furu­ og ­med g­lis­sen­t ­felt­sjik­t ­ka­rak­te­ri­ser­t av lyng, ur­ter og lav. I N­B er T4-C-15 oftest en ­grunn­lend­t ­fjell­bjørke­skog."
2562,minor_type_T4-15,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig på ryg­ger og topp­om­rå­der. FF: ­Far­ge i ­fly­fo­to­ va­ri­e­rer av­hen­gig av ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het, ­men of­te ­mo­sa­ikk ­mel­lom­ ­grå­hvitt (l­av­do­mi­nans) og ­grøn­t­ (tre- og ­busk­sjik­t). Inn­slag av lyng ­gir ­mør­ke­re ­far­ge. ­Furu­do­mi­nans (o­li­ven­grønn) ­skil­les ­lett ­fra bjør­ke­do­mi­nans (rei­ne­re ­grønn). ­Teks­tur og ­far­ge kon­sis­ten­t in­nen og ­mel­lom­ ­re­gio­ner."
2563,minor_type_T4-16,en,<ecological_characteristics>,"The field layer has elements of very lime-demanding and drought-tolerant vascular plants. The mapping unit often alternates with heather-low-grass forest (T4-C-11), heather-lime-low-grass forest (T4-C-12) and low-low-grass forest (T4-C-15), often as marginal zones towards, or in mosaics with bare rock (T1) and open shallow ground (T2). Occurs most often on shallow ground on calcareous rocks. Most often low-dominated bottom layer, but can also have a sparsely developed bottom layer with a lot of litter."
2564,minor_type_T4-16,en,<name>,Strongly lime-rich xeric forest
2565,minor_type_T4-16,en,<physiognomy>,"Open forest, most often dominated by pine and with a glistening field layer characterized by herbs and lichen. In NB, T4-C-16 is most often a shallow mountain birch forest."
2566,minor_type_T4-16,en,<terrain_and_aerial_photo_characteristics>,"Occurs under different exposure and slope conditions, but especially on limestone ridges, often in karst landscapes. The color varies depending on the dominant tree species and tree layer density, but often mosaic between greyish white (low dominance) and green (tree and shrub layer). Elements of heather give a darker color, in mosaic with bare rock often more greyish color. Pine dominance (olive green) is easily distinguished from birch dominance (purer green). Texture and color consistent within regions."
2567,minor_type_T4-16,nb,<ecological_characteristics>,"Felt­sjik­tet har inn­slag av s­vær­t kalkkre­ven­de og ­tørke­to­le­ran­te kar­plan­ter. ­Kart­leg­gings­en­he­ten opp­trer of­te i ­veks­ling ­med lyng-lå­gurt­skog (T4-C-11), lyng-kal­klå­gurt­skog (T4-C-12) og lav-lå­gurt­skog (T4-C-15), ­gjer­ne som rand­so­ner ­mot, el­ler i ­mo­sa­ikk ­med na­ken­t ­ber­g (T1) og å­pen ­grunn­lend­t ­mar­k (T2). ­Fore­kom­mer oftest på ­grunn­lend­t ­mar­k på kalk­rike ­berg­ar­ter. Oftest l­av­do­mi­ner­t ­bunn­sjik­t, ­men kan ogs­å ha et s­par­som­t ­ut­vik­let ­bunn­sjik­t ­med ­my­e ­strø."
2568,minor_type_T4-16,nb,<name>,lav-kal­klå­gurt­skog
2569,minor_type_T4-16,nb,<physiognomy>,"Åpen ­skog, oftest ­do­mi­ner­t av ­furu­ og ­med g­lis­sen­t ­felt­sjik­t ­ka­rak­te­ri­ser­t av ur­ter og lav. I N­B er T4-C-16 oftest en ­grunn­lend­t ­fjell­bjørke­skog."
2570,minor_type_T4-16,nb,<terrain_and_aerial_photo_characteristics>,"Opp­trer un­der u­li­ke ­eks­po­si­sjons­- og hel­nings­for­hold, ­men ­sær­lig på kalk­ryg­ger, ­gjer­ne i karst­land­skap. ­Far­gen va­ri­e­rer av­hen­gig av ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het, ­men of­te ­mo­sa­ikk ­mel­lom­ ­grå­hvitt (l­av­do­mi­nans) og ­grøn­t­ (tre og ­busk­sjik­t). Inn­slag av lyng ­gir ­mør­ke­re ­far­ge, i ­mo­sa­ikk ­med na­ken­t ­ber­g of­te ­mer ­grå­lig ­far­ge. ­Furu­do­mi­nans (o­li­ven­grønn) ­skil­les ­lett ­fra bjør­ke­do­mi­nans (rei­ne­re ­grønn). ­Teks­tur og ­far­ge kon­sis­ten­t in­nen ­re­gio­ner."
2571,minor_type_T4-17,en,<ecological_characteristics>,"Permanent supply of oxygen-rich leachate; water movement parallel to the ground surface (spring water impact). Large ferns dominate, sometimes almost as reindeer populations of forest burkne or mountain burkne (mostly in NB) or butter algae (O2 – O3). Species from blueberry forest (T4-C-1) and weak low-grass forest (T4-C-2) are included together with species that benefit from or require spring water exposure. Occurs on calcareous bedrock, in continental areas mostly as narrow belts in depressions, along brooks, etc., in oceanic areas sometimes covering large areas. The soil is most often a podsol profile with a light fern litter humus."
2572,minor_type_T4-17,en,<name>,Intermediately lime-rich tall-herb forest
2573,minor_type_T4-17,en,<physiognomy>,"Open or shady, lush forests with high production. Field layer with large ferns and, in the densest designs, with a bottom that is almost completely covered by a thick layer of fern litter. Available as large fern spruce forest in the spruce distribution area and as large fern birch forest in western Norway, in northern Norway and in the mountain forest. Large fern-oak or beech forest covers very small areas. Elements of gray alder in younger felling classes, willow in N, are common."
2574,minor_type_T4-17,en,<terrain_and_aerial_photo_characteristics>,"In depressions and gentle slopes, especially in shady northern slopes; to a lesser extent limited to clear depressions in oceanic areas. Color varies with dominant wood species and wood layer density. Large fern dominance gives emerald green or most often dark green color. Grandominance (dark green) is easily distinguished from birch dominance (purer green). Consistent texture and color."
2575,minor_type_T4-17,nb,<ecological_characteristics>,"Per­ma­nen­t ­til­før­sel av ok­sy­gen­rik­t ­sige­vann; ­vann­be­ve­gel­se ­pa­ral­lel­l ­med ­mar­k­over­fla­ta­ (­kilde­vanns­på­virk­ning). Sto­re breg­ner ­do­mi­ne­rer, ­no­en ­gan­ger ­nes­ten som rein­be­stan­der av ­skog­burk­ne el­ler ­fjell­burk­ne (­mest i N­B) el­ler ­smør­telg (O2–O3). Ar­ter ­fra blå­bær­skog (T4-C-1) og svak lå­gurt­skog (T4-C-2) ­inn­går ­sam­men­ ­med ar­ter som ­be­guns­ti­ges av el­ler kre­ver ­kilde­vanns­på­virk­ning. ­Fore­kom­mer på kalk­fat­tig ­berg­grunn, i kon­ti­nen­ta­le ­strøk ­mest som s­ma­le ­bel­ter i ­søkk, lang­s ­bekke­sig et­c., i osea­nis­ke ­om­rå­der ­no­en ­gan­ger ­areal­dek­ken­de over ­stør­re ­om­rå­der. Jor­da er oftest et ­pods­ol­pro­fil ­med en ­lett bregne­strø­hu­mus."
2576,minor_type_T4-17,nb,<name>,stor­bregne­skog
2577,minor_type_T4-17,nb,<physiognomy>,"Åp­ne el­ler ­skygge­ful­l­e, fro­di­ge ­sko­ger ­med høy ­pro­duk­sjon. ­Felt­sjik­t ­med sto­re breg­ner og, i ­de ­tet­tes­te ­ut­for­min­ge­ne, ­med ­bunn som ­nes­ten hel­t er ­dek­ket av et tjuk­t bregne­strø­lag. ­Fin­nes som stor­breg­ne-­gran­skog i ­gra­nas ­ut­bre­del­se­om­rå­de og som stor­bregne­bjørke­skog på Vest­lan­det, i ­Nord- ­Nor­ge og i ­fjel­l-­sko­gen. Stor­breg­ne-ei­ke- el­ler ­bøke­skog ­dek­ker s­vær­t s­må ­area­ler. Inn­slag av ­grå­or i yngre hogst­klas­ser, ­sel­je i N, er van­lig."
2578,minor_type_T4-17,nb,<terrain_and_aerial_photo_characteristics>,"I ­for­senk­nin­ger og sla­ke ­lier, ­sær­lig i ­skygge­ful­l­e ­nord­hel­lin­ger; i ­mindre ­grad ­be­gren­set ­til ­ty­de­li­ge ­for­senk­nin­ger i osea­nis­ke ­om­rå­der. ­Far­ge va­ri­e­rer ­med ­do­mi­ne­ren­de tre­slag og tre­sjikts­tett­het. Stor­bregne­do­mi­nans ­gir s­ma­ragd­grønn el­ler oftest ­mør­k ­grønn ­far­ge. ­Gran­do­mi­nans (­mørke­grønn) ­skil­les ­lett ­fra bjør­ke­do­mi­nans (rei­ne­re ­grønn). Kon­sis­ten­t ­teks­tur og ­far­ge."
2579,minor_type_T4-18,en,<ecological_characteristics>,"Characterized by permanent supply of oxygen- and calcareous leachate and water movement parallel to the ground surface (spring water impact). The species selection, including the dominance conditions, varies a lot without it being possible to detect ecological differences, but the regional variation is large. In continental areas mostly as narrow belts in depressions, along brooks, etc., in oceanic areas sometimes covering large areas, typically in slopes. Occurs on calcareous bedrock and has a brown soil profile."
2580,minor_type_T4-18,en,<name>,Strongly lime-rich tall-herb forest
2581,minor_type_T4-18,en,<physiognomy>,"Open or shady, very lush and highly productive forests. Field layer with up to man-high herbs, grass and ferns. Available as high-perennial spruce forest in the spruce forest region and otherwise as high-perennial birch forest in western Norway, northern Norway and in the mountain forest. T4- C-18 also includes calcareous, moist noble deciduous forests dominated by ash, elm or gray alder in BN and SB. Younger stages of succession in SB and MB may have plenty of gray alder. Significant element of willow in No and Tr."
2582,minor_type_T4-18,en,<terrain_and_aerial_photo_characteristics>,"Widespread in depressions or gentle sections, especially in shady northern slopes; the more oceanic the climate, the less limited to clear depressions. Color varies depending on the dominant tree species and tree layer density, but is often emerald green or most often dark green with a high proportion of perennials in the field layer. Grandominance (dark green) is easily distinguished from birch dominance (purer green). Texture and color consistent within and between regions."
